date,appointments_x,unique_patients,unique_doctors,avg_complexity,doctor_load,estimated_wait_minutes,day_of_week_x,appointments_y,booked_doctors,scheduled_doctors,available_doctors,on_leave_doctors,total_doctors,workload_score_x,doctor_utilization_rate,day_of_week_y,appointments,workload_score_y,scheduled_nurses,assigned_nurses,available_nurses,on_leave_nurses,total_nurses,nurse_utilization_rate,total_beds,occupied_beds,available_beds,reserved_beds,bed_occupancy_rate
2022-12-30,17,17,10,1.4058823529411764,1.7,43.1,Friday,17,5,11,10,1,23,23.9,0.455,Friday,17,26.6,21,18,3,2,36,0.857,48,30,18,2,0.625
2022-12-31,13,13,7,1.323076923076923,1.86,42.3,Saturday,13,4,10,9,2,23,20.3,0.4,Saturday,13,21.4,19,15,4,2,36,0.789,48,30,18,2,0.625
2023-01-01,16,16,8,1.3625,2.0,40.9,Sunday,16,4,9,8,0,23,22.2,0.444,Sunday,16,26.4,19,18,1,3,36,0.947,48,30,18,2,0.625
2023-01-02,28,27,10,1.4428571428571428,2.8,54.4,Monday,28,7,11,9,0,23,37.9,0.636,Monday,28,49.4,23,23,0,4,36,1.0,48,35,13,2,0.729
2023-01-03,22,22,10,1.45,2.2,47.9,Tuesday,22,6,10,8,1,23,30.7,0.6,Tuesday,22,37.0,19,19,0,3,36,1.0,48,35,13,3,0.729
2023-01-04,27,27,11,1.3888888888888888,2.45,43.6,Wednesday,27,7,11,9,0,23,38.0,0.636,Wednesday,27,44.6,25,25,0,1,36,1.0,48,33,15,3,0.688
2023-01-05,21,21,9,1.3761904761904762,2.33,41.0,Thursday,21,6,10,9,0,23,27.4,0.6,Thursday,21,32.9,21,21,0,3,36,1.0,48,32,16,3,0.667
2023-01-06,27,27,11,1.377777777777778,2.45,52.4,Friday,27,7,12,10,0,23,42.4,0.583,Friday,27,41.4,24,24,0,2,36,1.0,48,30,18,2,0.625
2023-01-07,14,14,7,1.4428571428571428,2.0,45.1,Saturday,14,4,10,9,2,23,18.8,0.4,Saturday,14,24.0,19,13,6,3,36,0.684,48,37,11,2,0.771
2023-01-08,8,8,4,1.3375,2.0,48.3,Sunday,8,2,7,7,1,23,11.2,0.286,Sunday,8,15.2,15,11,4,2,36,0.733,48,33,15,2,0.688
2023-01-09,24,24,10,1.4333333333333333,2.4,51.8,Monday,24,6,11,9,0,23,35.6,0.545,Monday,24,39.3,21,21,0,1,36,1.0,48,36,12,2,0.75
2023-01-10,26,26,11,1.4884615384615383,2.36,43.8,Tuesday,26,7,11,9,1,23,39.6,0.636,Tuesday,26,39.6,25,25,0,1,36,1.0,48,33,15,3,0.688
2023-01-11,22,22,8,1.3727272727272728,2.75,41.1,Wednesday,22,6,9,7,0,23,32.6,0.667,Wednesday,22,36.1,22,22,0,3,36,1.0,48,35,13,3,0.729
2023-01-12,22,22,10,1.2227272727272727,2.2,46.8,Thursday,22,6,11,9,1,23,33.9,0.545,Thursday,22,36.5,21,21,0,3,36,1.0,48,37,11,2,0.771
2023-01-13,29,29,11,1.3482758620689657,2.64,48.4,Friday,29,8,12,10,1,23,40.1,0.667,Friday,29,44.4,24,24,0,2,36,1.0,48,29,19,3,0.604
2023-01-14,21,21,10,1.2761904761904763,2.1,47.6,Saturday,21,6,10,9,2,23,29.4,0.6,Saturday,21,35.5,22,22,0,1,36,1.0,48,27,21,3,0.562
2023-01-15,16,16,8,1.49375,2.0,52.3,Sunday,16,4,10,9,1,23,24.0,0.4,Sunday,16,25.9,20,17,3,4,36,0.85,48,30,18,2,0.625
2023-01-16,27,27,8,1.3740740740740742,3.38,56.3,Monday,27,7,11,9,2,23,38.2,0.636,Monday,27,45.9,21,21,0,1,36,1.0,48,35,13,2,0.729
2023-01-17,32,32,12,1.39375,2.67,46.3,Tuesday,32,8,12,10,0,23,44.8,0.667,Tuesday,32,48.2,26,26,0,1,36,1.0,48,36,12,4,0.75
2023-01-18,21,20,11,1.4333333333333333,1.91,42.1,Wednesday,21,6,11,10,0,23,29.2,0.545,Wednesday,21,32.4,22,21,1,2,36,0.955,48,33,15,3,0.688
2023-01-19,22,21,8,1.4318181818181819,2.75,54.2,Thursday,22,6,9,7,1,23,30.8,0.667,Thursday,22,35.9,21,21,0,3,36,1.0,48,35,13,2,0.729
2023-01-20,16,16,9,1.36875,1.78,51.0,Friday,16,4,11,10,0,23,21.8,0.364,Friday,16,29.6,18,14,4,4,36,0.778,48,30,18,2,0.625
2023-01-21,22,22,9,1.4863636363636366,2.44,46.4,Saturday,22,6,11,9,1,23,31.4,0.545,Saturday,22,37.4,23,23,0,3,36,1.0,48,33,15,2,0.688
2023-01-22,13,13,7,1.4,1.86,43.4,Sunday,13,4,8,7,1,23,16.2,0.5,Sunday,13,18.8,19,16,3,4,36,0.842,48,34,14,3,0.708
2023-01-23,34,34,11,1.4088235294117646,3.09,52.8,Monday,34,9,11,8,2,23,47.2,0.818,Monday,34,52.5,24,24,0,3,36,1.0,48,35,13,2,0.729
2023-01-24,31,31,9,1.461290322580645,3.44,57.6,Tuesday,31,8,12,10,1,23,45.2,0.667,Tuesday,31,50.5,24,24,0,4,36,1.0,48,30,18,4,0.625
2023-01-25,22,22,10,1.45,2.2,52.4,Wednesday,22,6,10,8,2,23,30.8,0.6,Wednesday,22,34.2,25,23,2,1,36,0.92,48,33,15,2,0.688
2023-01-26,30,30,11,1.4333333333333333,2.73,47.9,Thursday,30,8,12,10,1,23,43.2,0.667,Thursday,30,45.0,24,24,0,1,36,1.0,48,33,15,2,0.688
2023-01-27,22,22,9,1.5,2.44,53.3,Friday,22,6,11,9,1,23,30.7,0.545,Friday,22,34.9,20,20,0,3,36,1.0,48,35,13,3,0.729
2023-01-28,20,20,8,1.44,2.5,49.9,Saturday,20,5,9,8,0,23,30.4,0.556,Saturday,20,32.9,19,19,0,4,36,1.0,48,33,15,2,0.688
2023-01-29,11,11,6,1.518181818181818,1.83,41.8,Sunday,11,3,8,7,2,23,14.2,0.375,Sunday,11,16.9,20,14,6,3,36,0.7,48,30,18,4,0.625
2023-01-30,20,20,9,1.3199999999999998,2.22,52.9,Monday,20,5,10,9,2,23,27.9,0.5,Monday,20,32.0,22,22,0,2,36,1.0,48,36,12,3,0.75
2023-01-31,27,27,10,1.3814814814814813,2.7,49.1,Tuesday,27,7,10,8,0,23,40.3,0.7,Tuesday,27,43.1,25,25,0,2,36,1.0,48,37,11,2,0.771
2023-02-01,17,17,7,1.5176470588235293,2.43,54.5,Wednesday,17,5,10,9,0,23,25.6,0.5,Wednesday,17,27.2,20,17,3,1,36,0.85,48,37,11,3,0.771
2023-02-02,23,23,9,1.3565217391304347,2.56,47.6,Thursday,23,6,9,7,0,23,33.9,0.667,Thursday,23,36.5,23,23,0,2,36,1.0,48,32,16,2,0.667
2023-02-03,22,22,9,1.2909090909090908,2.44,53.1,Friday,22,6,10,8,1,23,31.7,0.6,Friday,22,33.1,20,20,0,3,36,1.0,48,34,14,2,0.708
2023-02-04,11,11,6,1.3454545454545455,1.83,43.1,Saturday,11,3,9,8,1,23,16.2,0.333,Saturday,11,18.4,18,12,6,1,36,0.667,48,33,15,2,0.688
2023-02-05,19,19,9,1.3578947368421053,2.11,50.0,Sunday,19,5,10,9,0,23,26.3,0.5,Sunday,19,28.7,21,21,0,2,36,1.0,48,28,20,2,0.583
2023-02-06,29,29,10,1.486206896551724,2.9,51.0,Monday,29,8,11,9,0,23,40.0,0.727,Monday,29,45.8,25,25,0,2,36,1.0,48,34,14,4,0.708
2023-02-07,32,32,10,1.38125,3.2,50.5,Tuesday,32,8,11,9,1,23,47.5,0.727,Tuesday,32,51.0,25,25,0,2,36,1.0,48,36,12,4,0.75
2023-02-08,30,30,10,1.4533333333333334,3.0,60.2,Wednesday,30,8,11,9,1,23,44.3,0.727,Wednesday,30,45.9,23,23,0,4,36,1.0,48,29,19,3,0.604
2023-02-09,22,22,10,1.2863636363636364,2.2,45.2,Thursday,22,6,11,9,1,23,31.8,0.545,Thursday,22,35.6,21,21,0,4,36,1.0,48,29,19,3,0.604
2023-02-10,20,20,10,1.46,2.0,42.2,Friday,20,5,10,9,0,23,30.5,0.5,Friday,20,30.6,19,19,0,2,36,1.0,48,35,13,3,0.729
2023-02-11,11,11,5,1.4090909090909092,2.2,56.6,Saturday,11,3,8,7,2,23,17.3,0.375,Saturday,11,16.4,15,9,6,4,36,0.6,48,35,13,2,0.729
2023-02-12,13,13,8,1.3846153846153846,1.62,37.9,Sunday,13,4,9,8,2,23,18.8,0.444,Sunday,13,20.1,19,13,6,3,36,0.684,48,33,15,3,0.688
2023-02-13,23,23,10,1.3869565217391304,2.3,41.1,Monday,23,6,11,9,0,23,34.4,0.545,Monday,23,40.9,21,21,0,4,36,1.0,48,33,15,3,0.688
2023-02-14,27,26,10,1.348148148148148,2.7,52.5,Tuesday,27,7,11,9,0,23,39.6,0.636,Tuesday,27,43.7,23,23,0,3,36,1.0,48,34,14,4,0.708
2023-02-15,25,25,9,1.42,2.78,53.6,Wednesday,25,7,9,7,1,23,36.7,0.778,Wednesday,25,42.9,23,23,0,3,36,1.0,48,32,16,3,0.667
2023-02-16,28,28,9,1.3642857142857143,3.11,59.6,Thursday,28,7,11,9,1,23,39.7,0.636,Thursday,28,43.3,25,25,0,3,36,1.0,48,35,13,2,0.729
2023-02-17,38,38,11,1.4710526315789474,3.45,64.1,Friday,38,10,12,9,0,23,57.4,0.833,Friday,38,62.0,26,26,0,2,36,1.0,48,36,12,3,0.75
2023-02-18,17,17,7,1.4352941176470588,2.43,48.9,Saturday,17,5,8,7,0,23,23.1,0.625,Saturday,17,26.0,22,17,5,3,36,0.773,48,29,19,3,0.604
2023-02-19,12,12,7,1.3583333333333334,1.71,44.7,Sunday,12,3,9,8,2,23,15.6,0.333,Sunday,12,19.4,19,15,4,3,36,0.789,48,31,17,2,0.646
2023-02-20,25,25,8,1.36,3.12,56.5,Monday,25,7,10,8,1,23,37.1,0.7,Monday,25,38.1,23,23,0,3,36,1.0,48,33,15,4,0.688
2023-02-21,18,18,8,1.5222222222222221,2.25,44.2,Tuesday,18,5,10,9,0,23,27.1,0.5,Tuesday,18,29.3,20,16,4,1,36,0.8,48,36,12,3,0.75
2023-02-22,24,24,10,1.3583333333333334,2.4,50.2,Wednesday,24,6,11,9,1,23,37.4,0.545,Wednesday,24,39.4,20,20,0,3,36,1.0,48,33,15,3,0.688
2023-02-23,26,26,11,1.323076923076923,2.36,54.5,Thursday,26,7,12,10,0,23,34.3,0.583,Thursday,26,42.4,24,24,0,3,36,1.0,48,31,17,3,0.646
2023-02-24,19,19,8,1.4421052631578946,2.38,53.2,Friday,19,5,10,9,0,23,28.5,0.5,Friday,19,30.7,17,17,0,1,36,1.0,48,31,17,3,0.646
2023-02-25,22,22,9,1.6318181818181818,2.44,49.3,Saturday,22,6,11,9,2,23,32.0,0.545,Saturday,22,34.3,21,21,0,4,36,1.0,48,32,16,2,0.667
2023-02-26,8,8,4,1.25,2.0,46.2,Sunday,8,2,8,8,0,23,13.6,0.25,Sunday,8,9.0,17,8,9,4,36,0.471,48,29,19,4,0.604
2023-02-27,34,34,10,1.45,3.4,62.2,Monday,34,9,12,9,0,23,47.5,0.75,Monday,34,51.2,24,24,0,3,36,1.0,48,37,11,2,0.771
2023-02-28,22,22,9,1.55,2.44,46.3,Tuesday,22,6,10,8,2,23,33.0,0.6,Tuesday,22,33.7,21,21,0,4,36,1.0,48,35,13,2,0.729
2023-03-01,21,21,8,1.2952380952380953,2.62,51.3,Wednesday,21,6,9,8,0,23,29.4,0.667,Wednesday,21,34.1,23,21,2,4,36,0.913,48,28,20,2,0.583
2023-03-02,21,21,9,1.4047619047619047,2.33,43.4,Thursday,21,6,10,9,1,23,28.8,0.6,Thursday,21,31.8,22,22,0,2,36,1.0,48,31,17,2,0.646
2023-03-03,20,20,9,1.355,2.22,40.5,Friday,20,5,12,11,2,23,31.1,0.417,Friday,20,29.5,20,19,1,4,36,0.95,48,25,23,2,0.521
2023-03-04,12,12,8,1.25,1.5,37.3,Saturday,12,3,9,8,2,23,18.0,0.333,Saturday,12,21.0,17,13,4,4,36,0.765,48,30,18,3,0.625
2023-03-05,9,9,4,1.6777777777777778,2.25,42.0,Sunday,9,3,9,9,2,23,14.3,0.333,Sunday,9,12.7,15,10,5,1,36,0.667,48,29,19,2,0.604
2023-03-06,24,24,9,1.4791666666666667,2.67,51.5,Monday,24,6,10,8,1,23,32.8,0.6,Monday,24,37.4,23,23,0,4,36,1.0,48,33,15,2,0.688
2023-03-07,20,20,8,1.365,2.5,49.6,Tuesday,20,5,10,9,2,23,30.5,0.5,Tuesday,20,32.5,20,20,0,1,36,1.0,48,32,16,3,0.667
2023-03-08,21,21,10,1.4428571428571428,2.1,44.5,Wednesday,21,6,11,10,0,23,30.4,0.545,Wednesday,21,32.0,19,19,0,2,36,1.0,48,30,18,2,0.625
2023-03-09,22,22,10,1.3181818181818181,2.2,50.7,Thursday,22,6,12,10,0,23,32.6,0.5,Thursday,22,34.4,21,21,0,4,36,1.0,48,29,19,2,0.604
2023-03-10,16,15,8,1.49375,2.0,48.2,Friday,16,4,10,9,0,23,21.8,0.4,Friday,16,25.6,20,18,2,3,36,0.9,48,31,17,3,0.646
2023-03-11,12,12,7,1.45,1.71,44.3,Saturday,12,3,9,8,1,23,18.0,0.333,Saturday,12,19.6,19,13,6,2,36,0.684,48,31,17,2,0.646
2023-03-12,12,12,8,1.4000000000000001,1.5,41.6,Sunday,12,3,9,8,2,23,19.1,0.333,Sunday,12,21.3,18,14,4,3,36,0.778,48,26,22,3,0.542
2023-03-13,29,29,10,1.4379310344827587,2.9,48.9,Monday,29,8,11,9,2,23,41.3,0.727,Monday,29,43.6,23,23,0,1,36,1.0,48,33,15,2,0.688
2023-03-14,19,19,8,1.368421052631579,2.38,49.7,Tuesday,19,5,9,8,2,23,27.3,0.556,Tuesday,19,26.4,23,22,1,1,36,0.957,48,31,17,3,0.646
2023-03-15,21,21,7,1.2047619047619047,3.0,49.4,Wednesday,21,6,9,8,0,23,32.1,0.667,Wednesday,21,33.8,21,21,0,4,36,1.0,48,27,21,2,0.562
2023-03-16,20,20,8,1.385,2.5,44.2,Thursday,20,5,9,8,2,23,26.6,0.556,Thursday,20,34.1,22,22,0,1,36,1.0,48,29,19,3,0.604
2023-03-17,14,14,7,1.4428571428571428,2.0,44.2,Friday,14,4,9,8,2,23,22.0,0.444,Friday,14,21.9,18,15,3,4,36,0.833,48,34,14,3,0.708
2023-03-18,8,8,6,1.4875,1.33,32.8,Saturday,8,2,8,8,1,23,9.9,0.25,Saturday,8,12.4,17,10,7,2,36,0.588,48,30,18,3,0.625
2023-03-19,12,12,4,1.5,3.0,49.0,Sunday,12,3,8,7,0,23,19.3,0.375,Sunday,12,18.2,16,14,2,1,36,0.875,48,26,22,3,0.542
2023-03-20,21,21,9,1.361904761904762,2.33,50.7,Monday,21,6,10,9,0,23,32.8,0.6,Monday,21,34.9,20,20,0,4,36,1.0,48,32,16,2,0.667
2023-03-21,26,26,9,1.4884615384615383,2.89,54.3,Tuesday,26,7,10,8,2,23,36.4,0.7,Tuesday,26,40.8,21,21,0,1,36,1.0,48,33,15,2,0.688
2023-03-22,30,30,9,1.5233333333333332,3.33,53.8,Wednesday,30,8,10,8,0,23,44.4,0.8,Wednesday,30,47.2,23,23,0,2,36,1.0,48,34,14,3,0.708
2023-03-23,23,23,8,1.2478260869565216,2.88,55.1,Thursday,23,6,10,8,1,23,33.0,0.6,Thursday,23,36.7,23,23,0,1,36,1.0,48,27,21,3,0.562
2023-03-24,15,15,6,1.3466666666666667,2.5,50.5,Friday,15,4,9,8,2,23,22.1,0.444,Friday,15,21.9,18,14,4,4,36,0.778,48,33,15,3,0.688
2023-03-25,7,7,5,1.2571428571428573,1.4,33.2,Saturday,7,2,8,8,1,23,7.9,0.25,Saturday,7,11.6,17,4,13,2,36,0.235,48,26,22,3,0.542
2023-03-26,7,7,5,1.4,1.4,37.8,Sunday,7,2,9,9,0,23,8.5,0.222,Sunday,7,7.5,18,5,13,3,36,0.278,48,32,16,2,0.667
2023-03-27,18,18,6,1.5055555555555555,3.0,57.5,Monday,18,5,8,7,1,23,25.0,0.625,Monday,18,29.9,20,20,0,1,36,1.0,48,32,16,2,0.667
2023-03-28,31,31,10,1.4225806451612903,3.1,58.5,Tuesday,31,8,10,8,0,23,43.4,0.8,Tuesday,31,50.2,26,26,0,3,36,1.0,48,30,18,3,0.625
2023-03-29,21,21,8,1.4952380952380953,2.62,54.4,Wednesday,21,6,10,9,0,23,29.1,0.6,Wednesday,21,34.5,22,22,0,3,36,1.0,48,31,17,3,0.646
2023-03-30,24,24,11,1.4041666666666668,2.18,46.8,Thursday,24,6,11,9,2,23,34.8,0.545,Thursday,24,36.8,22,22,0,2,36,1.0,48,30,18,2,0.625
2023-03-31,21,21,7,1.4095238095238096,3.0,58.3,Friday,21,6,10,9,1,23,29.5,0.6,Friday,21,35.2,22,22,0,4,36,1.0,48,31,17,3,0.646
2023-04-01,13,13,8,1.123076923076923,1.62,40.2,Saturday,13,4,8,7,2,23,18.9,0.5,Saturday,13,20.8,21,11,10,2,36,0.524,48,31,17,2,0.646
2023-04-02,6,6,6,1.4333333333333333,1.0,41.6,Sunday,6,2,7,7,2,23,9.0,0.286,Sunday,6,11.2,15,6,9,3,36,0.4,48,28,20,3,0.583
2023-04-03,30,30,9,1.3866666666666667,3.33,64.0,Monday,30,8,11,9,1,23,43.4,0.727,Monday,30,48.1,23,23,0,1,36,1.0,48,31,17,3,0.646
2023-04-04,20,20,9,1.55,2.22,49.3,Tuesday,20,5,10,9,1,23,27.0,0.5,Tuesday,20,32.6,19,19,0,4,36,1.0,48,33,15,4,0.688
2023-04-05,12,12,6,1.6916666666666667,2.0,54.6,Wednesday,12,3,10,9,0,23,17.2,0.3,Wednesday,12,18.4,19,13,6,1,36,0.684,48,28,20,2,0.583
2023-04-06,18,18,8,1.3055555555555556,2.25,47.6,Thursday,18,5,9,8,1,23,24.5,0.556,Thursday,18,26.3,21,17,4,3,36,0.81,48,27,21,2,0.562
2023-04-07,16,16,6,1.4875,2.67,48.5,Friday,16,4,9,8,2,23,24.4,0.444,Friday,16,24.7,19,15,4,1,36,0.789,48,28,20,2,0.583
2023-04-08,11,11,7,1.2090909090909092,1.57,48.6,Saturday,11,3,11,10,0,23,12.8,0.273,Saturday,11,18.0,15,10,5,1,36,0.667,48,29,19,3,0.604
2023-04-09,8,8,5,1.4125,1.6,43.8,Sunday,8,2,8,8,0,23,9.2,0.25,Sunday,8,12.2,16,10,6,1,36,0.625,48,28,20,4,0.583
2023-04-10,20,20,9,1.24,2.22,47.1,Monday,20,5,10,9,2,23,27.5,0.5,Monday,20,30.4,21,21,0,4,36,1.0,48,29,19,3,0.604
2023-04-11,15,15,9,1.6066666666666667,1.67,49.5,Tuesday,15,4,10,9,2,23,19.9,0.4,Tuesday,15,23.5,19,16,3,1,36,0.842,48,30,18,3,0.625
2023-04-12,27,27,11,1.3259259259259257,2.45,55.0,Wednesday,27,7,11,9,1,23,39.1,0.636,Wednesday,27,42.1,23,23,0,4,36,1.0,48,28,20,3,0.583
2023-04-13,17,16,9,1.535294117647059,1.89,45.1,Thursday,17,5,10,9,2,23,25.2,0.5,Thursday,17,27.2,19,19,0,3,36,1.0,48,32,16,3,0.667
2023-04-14,16,16,7,1.39375,2.29,47.4,Friday,16,4,9,8,0,23,24.5,0.444,Friday,16,28.0,21,15,6,1,36,0.714,48,31,17,2,0.646
2023-04-15,13,13,8,1.3692307692307693,1.62,34.7,Saturday,13,4,9,8,1,23,18.8,0.444,Saturday,13,23.8,19,14,5,2,36,0.737,48,28,20,2,0.583
2023-04-16,11,11,7,1.781818181818182,1.57,48.5,Sunday,11,3,8,7,2,23,13.5,0.375,Sunday,11,16.8,18,12,6,2,36,0.667,48,34,14,2,0.708
2023-04-17,21,21,10,1.3666666666666667,2.1,48.8,Monday,21,6,10,9,1,23,28.7,0.6,Monday,21,33.6,21,21,0,2,36,1.0,48,34,14,3,0.708
2023-04-18,22,22,12,1.3,1.83,44.1,Tuesday,22,6,12,10,1,23,31.7,0.5,Tuesday,22,31.1,22,22,0,3,36,1.0,48,32,16,2,0.667
2023-04-19,18,18,9,1.3777777777777778,2.0,41.1,Wednesday,18,5,11,10,0,23,26.9,0.455,Wednesday,18,28.6,21,18,3,4,36,0.857,48,31,17,3,0.646
2023-04-20,13,13,8,1.3153846153846156,1.62,49.7,Thursday,13,4,9,8,1,23,18.2,0.444,Thursday,13,19.1,17,16,1,4,36,0.941,48,27,21,3,0.562
2023-04-21,20,20,7,1.285,2.86,56.8,Friday,20,5,11,10,1,23,27.9,0.455,Friday,20,32.1,21,21,0,3,36,1.0,48,30,18,3,0.625
2023-04-22,20,20,9,1.435,2.22,49.2,Saturday,20,5,9,8,2,23,27.6,0.556,Saturday,20,28.7,22,21,1,4,36,0.955,48,32,16,3,0.667
2023-04-23,8,8,5,1.2625,1.6,37.2,Sunday,8,2,8,8,0,23,12.7,0.25,Sunday,8,11.7,18,8,10,4,36,0.444,48,27,21,3,0.562
2023-04-24,25,25,10,1.3159999999999998,2.5,54.6,Monday,25,7,11,9,1,23,34.4,0.636,Monday,25,36.9,23,23,0,1,36,1.0,48,34,14,2,0.708
2023-04-25,19,19,9,1.3210526315789475,2.11,46.0,Tuesday,19,5,11,10,1,23,29.3,0.455,Tuesday,19,29.5,19,19,0,3,36,1.0,48,29,19,4,0.604
2023-04-26,16,16,6,1.275,2.67,45.7,Wednesday,16,4,9,8,2,23,22.7,0.444,Wednesday,16,29.2,18,16,2,4,36,0.889,48,26,22,2,0.542
2023-04-27,28,27,11,1.4464285714285714,2.55,51.0,Thursday,28,7,11,9,0,23,40.9,0.636,Thursday,28,42.6,23,23,0,1,36,1.0,48,29,19,3,0.604
2023-04-28,18,18,8,1.4833333333333334,2.25,46.8,Friday,18,5,11,10,2,23,25.7,0.455,Friday,18,26.4,20,20,0,3,36,1.0,48,27,21,3,0.562
2023-04-29,10,10,6,1.34,1.67,41.5,Saturday,10,3,9,9,2,23,15.9,0.333,Saturday,10,15.4,17,10,7,4,36,0.588,48,29,19,2,0.604
2023-04-30,13,13,8,1.5846153846153845,1.62,46.3,Sunday,13,4,10,9,1,23,17.7,0.4,Sunday,13,18.7,17,13,4,2,36,0.765,48,31,17,2,0.646
2023-05-01,23,23,9,1.4478260869565216,2.56,61.1,Monday,23,6,10,8,1,23,32.7,0.6,Monday,23,38.4,20,20,0,4,36,1.0,48,33,15,2,0.688
2023-05-02,25,25,11,1.508,2.27,46.4,Tuesday,25,7,11,9,0,23,36.6,0.636,Tuesday,25,37.9,20,20,0,4,36,1.0,48,32,16,3,0.667
2023-05-03,25,25,10,1.524,2.5,50.1,Wednesday,25,7,10,8,0,23,37.3,0.7,Wednesday,25,36.9,19,19,0,3,36,1.0,48,28,20,2,0.583
2023-05-04,27,27,12,1.3592592592592594,2.25,50.9,Thursday,27,7,12,10,0,23,39.6,0.583,Thursday,27,43.7,23,23,0,3,36,1.0,48,30,18,3,0.625
2023-05-05,22,22,11,1.3863636363636365,2.0,49.0,Friday,22,6,11,9,0,23,31.7,0.545,Friday,22,37.0,24,20,4,3,36,0.833,48,34,14,4,0.708
2023-05-06,15,15,5,1.32,3.0,57.6,Saturday,15,4,8,7,1,23,20.8,0.5,Saturday,15,23.9,21,18,3,2,36,0.857,48,29,19,2,0.604
2023-05-07,15,15,9,1.2066666666666668,1.67,47.5,Sunday,15,4,9,8,0,23,20.6,0.444,Sunday,15,22.3,18,16,2,2,36,0.889,48,30,18,2,0.625
2023-05-08,25,25,10,1.48,2.5,45.8,Monday,25,7,11,9,0,23,38.3,0.636,Monday,25,40.3,23,23,0,3,36,1.0,48,30,18,4,0.625
2023-05-09,18,18,6,1.2277777777777779,3.0,54.9,Tuesday,18,5,9,8,2,23,24.1,0.556,Tuesday,18,29.4,18,18,0,2,36,1.0,48,33,15,2,0.688
2023-05-10,30,30,11,1.3533333333333333,2.73,49.7,Wednesday,30,8,11,9,0,23,43.4,0.727,Wednesday,30,49.7,22,22,0,4,36,1.0,48,32,16,3,0.667
2023-05-11,36,36,11,1.3277777777777777,3.27,52.6,Thursday,36,9,12,9,0,23,51.4,0.75,Thursday,36,58.1,25,25,0,4,36,1.0,48,29,19,4,0.604
2023-05-12,23,23,8,1.2782608695652173,2.88,55.9,Friday,23,6,11,9,1,23,32.1,0.545,Friday,23,32.8,21,21,0,2,36,1.0,48,31,17,2,0.646
2023-05-13,16,16,7,1.4249999999999998,2.29,46.0,Saturday,16,4,9,8,2,23,22.1,0.444,Saturday,16,25.0,19,16,3,3,36,0.842,48,29,19,4,0.604
2023-05-14,13,13,7,1.646153846153846,1.86,44.4,Sunday,13,4,9,8,2,23,16.8,0.444,Sunday,13,19.4,19,15,4,1,36,0.789,48,29,19,3,0.604
2023-05-15,21,21,8,1.4428571428571428,2.62,52.7,Monday,21,6,9,8,0,23,31.5,0.667,Monday,21,32.7,22,21,1,1,36,0.955,48,32,16,4,0.667
2023-05-16,24,23,9,1.375,2.67,47.4,Tuesday,24,6,10,8,0,23,33.8,0.6,Tuesday,24,33.2,22,22,0,2,36,1.0,48,32,16,2,0.667
2023-05-17,23,23,10,1.382608695652174,2.3,56.3,Wednesday,23,6,10,8,2,23,34.2,0.6,Wednesday,23,35.4,22,21,1,1,36,0.955,48,29,19,2,0.604
2023-05-18,25,25,9,1.3719999999999999,2.78,55.1,Thursday,25,7,11,9,2,23,35.5,0.636,Thursday,25,37.3,21,21,0,4,36,1.0,48,32,16,4,0.667
2023-05-19,23,23,9,1.317391304347826,2.56,49.1,Friday,23,6,10,8,1,23,32.1,0.6,Friday,23,37.5,20,20,0,1,36,1.0,48,30,18,2,0.625
2023-05-20,19,19,9,1.4368421052631577,2.11,46.4,Saturday,19,5,9,8,2,23,27.6,0.556,Saturday,19,29.9,19,19,0,2,36,1.0,48,25,23,3,0.521
2023-05-21,22,22,9,1.4045454545454545,2.44,53.7,Sunday,22,6,9,7,2,23,34.1,0.667,Sunday,22,35.4,22,22,0,2,36,1.0,48,29,19,2,0.604
2023-05-22,27,27,11,1.4555555555555555,2.45,46.3,Monday,27,7,11,9,2,23,39.3,0.636,Monday,27,44.4,23,23,0,1,36,1.0,48,33,15,3,0.688
2023-05-23,24,24,9,1.3041666666666667,2.67,45.6,Tuesday,24,6,9,7,2,23,35.6,0.667,Tuesday,24,37.1,20,20,0,2,36,1.0,48,33,15,3,0.688
2023-05-24,23,23,9,1.3652173913043477,2.56,51.8,Wednesday,23,6,9,7,2,23,34.8,0.667,Wednesday,23,36.7,22,22,0,3,36,1.0,48,31,17,2,0.646
2023-05-25,28,28,10,1.4964285714285714,2.8,56.9,Thursday,28,7,10,8,0,23,42.3,0.7,Thursday,28,45.6,22,22,0,4,36,1.0,48,30,18,3,0.625
2023-05-26,15,15,6,1.5399999999999998,2.5,51.7,Friday,15,4,9,8,2,23,21.2,0.444,Friday,15,27.0,21,15,6,1,36,0.714,48,29,19,3,0.604
2023-05-27,13,13,7,1.5692307692307692,1.86,41.5,Saturday,13,4,7,6,2,23,18.8,0.571,Saturday,13,23.8,18,13,5,1,36,0.722,48,28,20,3,0.583
2023-05-28,13,13,7,1.6076923076923075,1.86,55.5,Sunday,13,4,9,8,0,23,18.4,0.444,Sunday,13,21.7,19,10,9,2,36,0.526,48,30,18,3,0.625
2023-05-29,19,19,10,1.3789473684210527,1.9,41.0,Monday,19,5,11,10,0,23,27.5,0.455,Monday,19,29.0,22,18,4,2,36,0.818,48,30,18,2,0.625
2023-05-30,25,25,11,1.5519999999999998,2.27,47.8,Tuesday,25,7,12,10,1,23,37.9,0.583,Tuesday,25,44.2,21,21,0,4,36,1.0,48,31,17,3,0.646
